document_path,document_name,company_name,report_type,report_year,page_number,table_count
financebench/AMERICANWATERWORKS_2022_10K.pdf,AMERICANWATERWORKS_2022_10K,AMERICANWATERWORKS,10K,2022,275,1
financebench/AMERICANWATERWORKS_2022_10K.pdf,AMERICANWATERWORKS_2022_10K,AMERICANWATERWORKS,10K,2022,300,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,1,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,18,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,20,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,21,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,23,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,24,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,27,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,29,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,30,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,31,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,32,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,34,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,43,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,46,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,47,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,48,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,49,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,50,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,60,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,64,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,66,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,70,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,73,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,77,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,78,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,79,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,89,1
financebench/NIKE_2018_10K.pdf,NIKE_2018_10K,NIKE,10K,2018,90,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,1,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,11,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,23,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,26,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,28,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,29,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,30,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,32,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,33,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,36,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,37,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,39,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,42,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,46,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,47,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,48,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,49,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,50,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,51,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,55,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,66,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,68,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,73,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,75,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,76,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,78,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,81,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,82,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,83,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,84,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,85,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,87,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,108,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,115,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,118,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,137,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,138,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,139,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,140,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,141,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,142,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,143,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,144,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,145,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,146,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,9,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,24,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,25,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,27,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,40,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,42,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,43,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,44,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,46,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,50,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,51,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,52,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,53,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,54,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,64,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,65,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,68,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,71,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,72,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,75,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,76,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,83,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,88,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,92,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,93,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,94,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,95,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,96,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,100,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,103,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,104,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,110,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,111,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,112,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,113,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,114,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,115,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,116,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,117,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,118,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,119,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,123,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,131,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,132,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,142,1
financebench/KRAFTHEINZ_2019_10K.pdf,KRAFTHEINZ_2019_10K,KRAFTHEINZ,10K,2019,148,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,18,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,32,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,34,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,35,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,36,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,44,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,45,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,46,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,51,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,52,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,53,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,57,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,60,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,61,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,62,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,63,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,64,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,65,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,70,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,74,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,77,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,78,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,86,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,87,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,93,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,94,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,95,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,97,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,98,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,99,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,100,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,101,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,111,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,112,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,2,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,37,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,44,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,45,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,48,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,49,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,57,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,58,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,59,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,60,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,61,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,62,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,70,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,72,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,73,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,81,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,82,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,84,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,85,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,87,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,90,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,91,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,92,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,102,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,103,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,104,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,105,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,106,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,107,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,109,1
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,110,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,2,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,15,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,30,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,32,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,33,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,34,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,41,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,42,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,43,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,48,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,49,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,54,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,56,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,57,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,58,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,59,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,60,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,61,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,66,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,73,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,74,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,76,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,82,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,86,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,87,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,89,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,90,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,91,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,92,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,94,1
financebench/ADOBE_2017_10K.pdf,ADOBE_2017_10K,ADOBE,10K,2017,99,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,6,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,8,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,9,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,13,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,24,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,25,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,50,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,52,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,55,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,56,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,60,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,63,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,66,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,68,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,72,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,82,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,83,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,84,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,85,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,86,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,87,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,89,1
financebench/AMERICANWATERWORKS_2020_10K.pdf,AMERICANWATERWORKS_2020_10K,AMERICANWATERWORKS,10K,2020,93,1
